label,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
stop,0.5357467532157898,0.9140075445175171,6.8425447352638e-07,0.4460980296134949,0.8456899523735046,-0.04483216628432274,0.3725619614124298,0.7322949767112732,-0.0641539916396141,0.3174934983253479,0.6433327198028564,-0.08027119189500809,0.2682493329048157,0.5887234807014465,-0.09613491594791412,0.467786967754364,0.5658736824989319,-0.034290507435798645,0.4431898593902588,0.4322836995124817,-0.06233123689889908,0.43203088641166687,0.3462594747543335,-0.08351349085569382,0.42793190479278564,0.2762085795402527,-0.09926746785640717,0.5398641228675842,0.5528018474578857,-0.03631308674812317,0.5585777163505554,0.40455758571624756,-0.058237772434949875,0.5730128884315491,0.31011831760406494,-0.07510393112897873,0.5880778431892395,0.23224470019340515,-0.0871770977973938,0.6027060747146606,0.5766260027885437,-0.04582768678665161,0.6367970108985901,0.4420015215873718,-0.0796503946185112,0.6584463119506836,0.35697388648986816,-0.1022922620177269,0.6773950457572937,0.28058454394340515,-0.11631006747484207,0.6560216546058655,0.6305720210075378,-0.059140898287296295,0.7160224318504333,0.5566061735153198,-0.09680155664682388,0.7556995153427124,0.5056469440460205,-0.11519135534763336,0.7906174659729004,0.45548152923583984,-0.12534460425376892
stop,0.6201644539833069,0.8087016940116882,2.780217016606912e-07,0.5818564295768738,0.773044764995575,-0.018823182210326195,0.5493134260177612,0.7279171347618103,-0.028512030839920044,0.5233827829360962,0.694149911403656,-0.036990419030189514,0.5010930299758911,0.6742305755615234,-0.046204824000597,0.5964553952217102,0.6608513593673706,-0.020223503932356834,0.585240364074707,0.5997698307037354,-0.03490009158849716,0.5797336101531982,0.559772253036499,-0.04629363864660263,0.5773574709892273,0.5265622138977051,-0.05506123602390289,0.6266917586326599,0.6572258472442627,-0.022329410538077354,0.6323457956314087,0.5891829133033752,-0.0353357270359993,0.6365647315979004,0.5445085167884827,-0.046451132744550705,0.6408853530883789,0.5080367922782898,-0.05512354522943497,0.6525542736053467,0.6693283319473267,-0.02715287171304226,0.6688026189804077,0.6104956865310669,-0.04395439475774765,0.6786589622497559,0.5731985569000244,-0.057176921516656876,0.686607837677002,0.5401878356933594,-0.06642718613147736,0.6741141676902771,0.6943896412849426,-0.03338088095188141,0.7023026943206787,0.6655828952789307,-0.05133528634905815,0.7204920649528503,0.6436181664466858,-0.06190599873661995,0.7359651327133179,0.6215934753417969,-0.06901349872350693
stop,0.5928345322608948,0.8278055191040039,6.340504228319332e-07,0.5380178093910217,0.7815173268318176,-0.0454813688993454,0.5012582540512085,0.7217516899108887,-0.06519690155982971,0.48188841342926025,0.6663303375244141,-0.08010278642177582,0.48463743925094604,0.6178719997406006,-0.09402195364236832,0.5619639158248901,0.6162567734718323,-0.030615398660302162,0.5629485249519348,0.5361202955245972,-0.05172839015722275,0.571773886680603,0.4887262284755707,-0.0701182559132576,0.5859282612800598,0.45539629459381104,-0.08334420621395111,0.6074464321136475,0.6185282468795776,-0.023187052458524704,0.6283096671104431,0.5271691083908081,-0.040685903280973434,0.6475142240524292,0.47418081760406494,-0.059155531227588654,0.6664836406707764,0.43487033247947693,-0.0730682983994484,0.644080638885498,0.638200581073761,-0.02241125889122486,0.6778125762939453,0.5597258806228638,-0.04787994176149368,0.7016780972480774,0.5135840177536011,-0.07327672839164734,0.7219367027282715,0.47612452507019043,-0.09034273773431778,0.6728424429893494,0.6710851788520813,-0.025187574326992035,0.7197329998016357,0.636365532875061,-0.055077843368053436,0.7498676180839539,0.6125966310501099,-0.07678011059761047,0.777486264705658,0.58746337890625,-0.0908619686961174
stop,0.4040642976760864,0.8083193302154541,1.7861205492408772e-07,0.33807578682899475,0.7634921073913574,-0.01812681369483471,0.29447025060653687,0.6906732320785522,-0.02562362514436245,0.26815590262413025,0.6265463829040527,-0.0341549888253212,0.24689216911792755,0.5742266774177551,-0.042911380529403687,0.3707026541233063,0.5825212001800537,-0.001971522346138954,0.34779229760169983,0.4946078360080719,-0.018792331218719482,0.32925087213516235,0.43708720803260803,-0.036238592118024826,0.3133770227432251,0.38989412784576416,-0.048871591687202454,0.41168922185897827,0.5689869523048401,-0.008522303774952888,0.4188600182533264,0.462159663438797,-0.022898411378264427,0.4085067808628082,0.39233243465423584,-0.038644563406705856,0.3938581049442291,0.34468376636505127,-0.04944254457950592,0.4458481967449188,0.5742330551147461,-0.01960654929280281,0.46572306752204895,0.4768238365650177,-0.03443991765379906,0.4632115960121155,0.4110226035118103,-0.04757397994399071,0.45539942383766174,0.36024054884910583,-0.05627362057566643,0.4736194610595703,0.5963135957717896,-0.033281538635492325,0.5040321350097656,0.5295915007591248,-0.047271937131881714,0.5122441053390503,0.47523605823516846,-0.055225271731615067,0.5131802558898926,0.4267992377281189,-0.06028703600168228
stop,0.5053901672363281,0.9175912737846375,7.987171670720272e-07,0.4001123905181885,0.8098964095115662,-0.0497361496090889,0.32029154896736145,0.64521324634552,-0.06970792263746262,0.25655463337898254,0.5241384506225586,-0.08709713816642761,0.19348907470703125,0.448860228061676,-0.10433285683393478,0.47200778126716614,0.44022536277770996,-0.0317705012857914,0.4607957601547241,0.2584065794944763,-0.06001513451337814,0.46212971210479736,0.14651939272880554,-0.08200065046548843,0.46819064021110535,0.06371834874153137,-0.09858755022287369,0.568682074546814,0.445667028427124,-0.03707663714885712,0.6086692214012146,0.25684231519699097,-0.058809224516153336,0.6341360211372375,0.1447540819644928,-0.07805372029542923,0.6535634398460388,0.06422555446624756,-0.09175384789705276,0.6485133171081543,0.4929441809654236,-0.05163031071424484,0.7125245928764343,0.33446812629699707,-0.09064313769340515,0.7517389059066772,0.23622876405715942,-0.11986928433179855,0.7820147275924683,0.15370318293571472,-0.13834191858768463,0.7097424864768982,0.5752376914024353,-0.0704832524061203,0.7972012758255005,0.5022953152656555,-0.11776483803987503,0.854802131652832,0.4552886486053467,-0.14266161620616913,0.9033206701278687,0.40903884172439575,-0.15657489001750946
stop,0.7017162442207336,0.9142965078353882,2.2526202769768133e-07,0.6775695085525513,0.8671742677688599,-0.012785034254193306,0.6688393950462341,0.8128173351287842,-0.018454089760780334,0.6698483228683472,0.7717089056968689,-0.02321903593838215,0.6665274500846863,0.7401056289672852,-0.028130466118454933,0.7173110246658325,0.7831881642341614,-0.011302274651825428,0.7240524888038635,0.7288626432418823,-0.022431999444961548,0.7300230264663696,0.6955534219741821,-0.03154505789279938,0.7371817231178284,0.6684565544128418,-0.03819459676742554,0.7425644397735596,0.7946902513504028,-0.013750841841101646,0.765605092048645,0.7436506152153015,-0.022569159045815468,0.7795092463493347,0.7097259759902954,-0.03093964233994484,0.7905767560005188,0.6817567348480225,-0.03724084049463272,0.7600715160369873,0.8154367804527283,-0.018235471099615097,0.7882407903671265,0.7742891907691956,-0.02870148792862892,0.8043151497840881,0.7470200657844543,-0.0357290580868721,0.816528856754303,0.7228631377220154,-0.04060722142457962,0.7711799740791321,0.8431661128997803,-0.02384216897189617,0.7974997162818909,0.8209495544433594,-0.0332799106836319,0.8127391934394836,0.804746687412262,-0.03652714565396309,0.824872612953186,0.7886418700218201,-0.03857039287686348
stop,0.47840070724487305,0.693435788154602,2.2072021010899334e-07,0.4160354733467102,0.6374042630195618,-0.00686635123565793,0.3847848176956177,0.5833170413970947,-0.0037557741161435843,0.3714795708656311,0.5311195254325867,-0.004078313242644072,0.3752250671386719,0.48548179864883423,-0.004593586549162865,0.4838681221008301,0.5507894158363342,0.03532359376549721,0.48965418338775635,0.4995100200176239,0.045708321034908295,0.49636179208755493,0.4625296890735626,0.04744526743888855,0.5047628283500671,0.4352085292339325,0.047364987432956696,0.5286998748779297,0.5596683621406555,0.03373100608587265,0.5536350011825562,0.5025938749313354,0.05146748572587967,0.5664923191070557,0.4626542329788208,0.05497999116778374,0.5781893730163574,0.4348451495170593,0.05489831417798996,0.5663292407989502,0.5807412266731262,0.0270884707570076,0.6002907156944275,0.5325481295585632,0.03295532241463661,0.6180394291877747,0.49165797233581543,0.029772724956274033,0.6311663389205933,0.4582557678222656,0.026508016511797905,0.5935119390487671,0.6109140515327454,0.018685277551412582,0.6402581930160522,0.5952165126800537,0.018699312582612038,0.6694164872169495,0.5743506550788879,0.017141230404376984,0.6929593086242676,0.5557195544242859,0.01620321534574032
stop,0.6208481788635254,0.7584546804428101,2.2002789989983285e-07,0.5713489055633545,0.7005260586738586,-0.012915665283799171,0.5458984375,0.6438964009284973,-0.015437315218150616,0.5378580093383789,0.5946113467216492,-0.019854018464684486,0.5419161319732666,0.5543184280395508,-0.024430416524410248,0.6304106712341309,0.6049759387969971,0.014142656698822975,0.6369056701660156,0.5433183908462524,0.01019501406699419,0.6433135271072388,0.5036562085151672,0.0014938139356672764,0.6516551971435547,0.47047892212867737,-0.0060009160079061985,0.6702123880386353,0.6159980893135071,0.010067149065434933,0.6971404552459717,0.5534276366233826,0.008921043947339058,0.711113691329956,0.5068930387496948,0.00010652423952706158,0.7207146286964417,0.47173312306404114,-0.00818153191357851,0.7020077705383301,0.6373265385627747,0.0013841348700225353,0.7388085722923279,0.5845184922218323,-0.006878845393657684,0.757062554359436,0.5407022833824158,-0.01738385483622551,0.7703635692596436,0.5050561428070068,-0.025054991245269775,0.7245983481407166,0.6673792004585266,-0.009211435914039612,0.7708305716514587,0.6414675116539001,-0.018429972231388092,0.79815274477005,0.6153074502944946,-0.024238288402557373,0.8203446269035339,0.590538740158081,-0.028567174449563026
stop,0.5009700655937195,0.7810966968536377,2.3078008837273956e-07,0.4536738097667694,0.7200698256492615,-0.005090328864753246,0.44538718461990356,0.6558230519294739,-0.00020652555394917727,0.4531813859939575,0.6020830273628235,0.0019097882322967052,0.46172329783439636,0.5594717264175415,0.003762185573577881,0.5412717461585999,0.6202684044837952,0.032123539596796036,0.5600774884223938,0.562281608581543,0.036884840577840805,0.5698060393333435,0.5216590166091919,0.032602474093437195,0.5789122581481934,0.48644641041755676,0.027396494522690773,0.5769259333610535,0.6335504651069641,0.025686105713248253,0.6149516701698303,0.5722136497497559,0.030301379039883614,0.6314114332199097,0.518123984336853,0.021256405860185623,0.6415038108825684,0.4751579165458679,0.012739116325974464,0.6018290519714355,0.6535305976867676,0.014919538982212543,0.6469695568084717,0.5972165465354919,0.011929957196116447,0.6648834943771362,0.5434119701385498,-0.0025188301224261522,0.6765183806419373,0.4982803463935852,-0.01348354946821928,0.6186840534210205,0.6778194904327393,0.002877326449379325,0.666300356388092,0.6412383913993835,-0.0026794474106281996,0.6933226585388184,0.603955864906311,-0.011216859333217144,0.715094804763794,0.5676369071006775,-0.01831180974841118
stop,0.46709975600242615,0.7915658950805664,5.751904268436192e-07,0.3751169443130493,0.7216017842292786,-0.013295072130858898,0.32557088136672974,0.6260639429092407,-0.01468321681022644,0.3028351664543152,0.5241931080818176,-0.014666236937046051,0.31645631790161133,0.45339179039001465,-0.01194676011800766,0.3958655893802643,0.5366280674934387,0.007272243034094572,0.3914451003074646,0.41493335366249084,0.002529625780880451,0.3963695764541626,0.3494414985179901,-0.001443570596165955,0.40574508905410767,0.2993273138999939,-0.004201364237815142,0.45455580949783325,0.5344038009643555,0.009411520324647427,0.46620118618011475,0.4101704955101013,0.009730063378810883,0.478359580039978,0.34022802114486694,0.0057908231392502785,0.48916909098625183,0.2908574044704437,0.002589126117527485,0.5053171515464783,0.5549894571304321,0.008148140273988247,0.5283429622650146,0.44319385290145874,-0.00039544206811115146,0.545412003993988,0.37776780128479004,-0.009092963300645351,0.5611063241958618,0.3294079303741455,-0.014182389713823795,0.5511851906776428,0.5926983952522278,0.006225447170436382,0.5974426865577698,0.5247687101364136,-0.005814143922179937,0.6249043941497803,0.47832390666007996,-0.01334951352328062,0.6507142782211304,0.4344440698623657,-0.01650986075401306
